Categoria do Produto,Quantidade em Estoque,Data da Venda,Filial,Nome do Produto,Preço do Produto (R$),ClassificaÃ§Ã£o do Produto
Eletrodomésticos,64,Indisponivel,Filial 1,Corretivo,62.04,Indisponivel
Roupas,65,Indisponivel,Filial 4,Delineador líquido,4.07,Indisponivel
Roupas,41,Indisponivel,Filial 3,Lápis de sobrancelha,41.32,Indisponivel
Eletrônicos,84,Indisponivel,Filial 3,Máscara de cílios,97.09,Indisponivel
Alimentos,61,Indisponivel,Filial 5,Batom líquido,91.06,Indisponivel
Alimentos,53,Indisponivel,Filial 8,Delineador líquido,51.95,Indisponivel
Alimentos,8,Indisponivel,Filial 5,Delineador líquido,92.9,Indisponivel
Alimentos,28,Indisponivel,Filial 5,Corretivo,90.96,Indisponivel
Eletrodomésticos,56,Indisponivel,Filial 3,Pó compacto,68.54,Indisponivel
Roupas,92,Indisponivel,Filial 5,Batom matte,76.29,Indisponivel
Alimentos,51,Indisponivel,Filial 2,Pó compacto,38.24,Indisponivel
Roupas,19,Indisponivel,Filial 10,Batom matte,47.62,Indisponivel
Eletrodomésticos,5,Indisponivel,Filial 9,Batom matte,38.27,Indisponivel
Eletrodomésticos,40,Indisponivel,Filial 4,Pó compacto,95.42,Indisponivel
Alimentos,49,Indisponivel,Filial 2,Pó compacto,30.51,Indisponivel
Roupas,96,Indisponivel,Filial 10,Base líquida,84.14,Indisponivel
Eletrodomésticos,71,Indisponivel,Filial 8,Corretivo,23.67,Indisponivel
Eletrodomésticos,35,Indisponivel,Filial 9,Blush em pó,92.98,Indisponivel
Roupas,20,Indisponivel,Filial 2,Corretivo,76.92,Indisponivel
Alimentos,89,Indisponivel,Filial 3,Lápis de sobrancelha,64.84,Indisponivel
Eletrônicos,50,Indisponivel,Filial 10,Base líquida,59.45,Indisponivel
Eletrônicos,83,Indisponivel,Filial 3,Batom matte,19.52,Indisponivel
Roupas,59,Indisponivel,Filial 4,Sombra de olhos,68.53,Indisponivel
Roupas,99,Indisponivel,Filial 10,Pó compacto,29.04,Indisponivel
Eletrônicos,2,Indisponivel,Filial 4,Blush em pó,23.27,Indisponivel
Eletrônicos,71,Indisponivel,Filial 9,Lápis de sobrancelha,20.56,Indisponivel
Eletrônicos,64,Indisponivel,Filial 2,Lápis de sobrancelha,68.0,Indisponivel
Eletrodomésticos,47,Indisponivel,Filial 1,Pó compacto,78.14,Indisponivel
Eletrodomésticos,70,Indisponivel,Filial 8,Corretivo,57.62,Indisponivel
Eletrodomésticos,62,Indisponivel,Filial 1,Blush em pó,90.43,Indisponivel
Eletrônicos,66,Indisponivel,Filial 9,Blush em pó,70.99,Indisponivel
Roupas,39,Indisponivel,Filial 3,Pó compacto,2.36,Indisponivel
Eletrodomésticos,19,Indisponivel,Filial 3,Pó compacto,17.01,Indisponivel
Roupas,35,Indisponivel,Filial 5,Máscara de cílios,18.69,Indisponivel
Eletrodomésticos,71,Indisponivel,Filial 3,Delineador líquido,56.76,Indisponivel
Eletrodomésticos,92,Indisponivel,Filial 5,Base líquida,12.84,Indisponivel
Eletrônicos,40,Indisponivel,Filial 6,Máscara de cílios,63.01,Indisponivel
Eletrônicos,87,Indisponivel,Filial 5,Lápis de sobrancelha,79.8,Indisponivel
Eletrônicos,46,Indisponivel,Filial 6,Batom líquido,12.02,Indisponivel
Eletrodomésticos,57,Indisponivel,Filial 7,Batom líquido,94.15,Indisponivel
Eletrônicos,29,Indisponivel,Filial 7,Sombra de olhos,84.86,Indisponivel
Eletrônicos,6,Indisponivel,Filial 8,Lápis de sobrancelha,38.04,Indisponivel
Eletrônicos,58,Indisponivel,Filial 6,Delineador líquido,5.27,Indisponivel
Eletrodomésticos,88,Indisponivel,Filial 1,Pó compacto,5.93,Indisponivel
Roupas,71,Indisponivel,Filial 7,Corretivo,10.47,Indisponivel
Eletrônicos,64,Indisponivel,Filial 6,Pó compacto,45.75,Indisponivel
Eletrônicos,24,Indisponivel,Filial 10,Delineador líquido,13.29,Indisponivel
Roupas,98,Indisponivel,Filial 6,Sombra de olhos,54.63,Indisponivel
Eletrodomésticos,75,Indisponivel,Filial 9,Blush em pó,83.75,Indisponivel
Eletrônicos,40,Indisponivel,Filial 2,Batom matte,35.09,Indisponivel
Alimentos,70,Indisponivel,Filial 10,Blush em pó,33.57,Indisponivel
Alimentos,77,Indisponivel,Filial 10,Sombra de olhos,95.48,Indisponivel
Alimentos,34,Indisponivel,Filial 3,Batom líquido,19.43,Indisponivel
Eletrodomésticos,53,Indisponivel,Filial 5,Lápis de sobrancelha,20.27,Indisponivel
Eletrônicos,7,Indisponivel,Filial 3,Lápis de sobrancelha,6.38,Indisponivel
Roupas,48,Indisponivel,Filial 10,Sombra de olhos,51.54,Indisponivel
Roupas,77,Indisponivel,Filial 1,Blush em pó,70.12,Indisponivel
Eletrodomésticos,77,Indisponivel,Filial 1,Máscara de cílios,39.8,Indisponivel
Alimentos,56,Indisponivel,Filial 5,Corretivo,45.66,Indisponivel
Roupas,93,Indisponivel,Filial 9,Base líquida,73.56,Indisponivel
Roupas,1,Indisponivel,Filial 3,Batom matte,42.93,Indisponivel
Roupas,80,Indisponivel,Filial 3,Sombra de olhos,42.09,Indisponivel
Eletrônicos,13,Indisponivel,Filial 2,Lápis de sobrancelha,17.91,Indisponivel
Eletrônicos,43,Indisponivel,Filial 3,Máscara de cílios,73.05,Indisponivel
Eletrodomésticos,92,Indisponivel,Filial 4,Batom matte,24.66,Indisponivel
Eletrônicos,17,Indisponivel,Filial 9,Máscara de cílios,83.44,Indisponivel
Eletrônicos,11,Indisponivel,Filial 10,Base líquida,55.09,Indisponivel
Eletrodomésticos,98,Indisponivel,Filial 5,Máscara de cílios,35.68,Indisponivel
Eletrônicos,69,Indisponivel,Filial 4,Blush em pó,18.49,Indisponivel
Eletrônicos,97,Indisponivel,Filial 9,Corretivo,74.93,Indisponivel
Roupas,41,Indisponivel,Filial 1,Base líquida,12.17,Indisponivel
Eletrônicos,70,Indisponivel,Filial 2,Blush em pó,56.68,Indisponivel
Eletrônicos,24,Indisponivel,Filial 9,Batom matte,4.79,Indisponivel
Eletrodomésticos,85,Indisponivel,Filial 6,Batom matte,95.43,Indisponivel
Eletrônicos,60,Indisponivel,Filial 3,Batom líquido,28.4,Indisponivel
Eletrônicos,82,Indisponivel,Filial 4,Pó compacto,34.85,Indisponivel
Alimentos,19,Indisponivel,Filial 2,Sombra de olhos,75.75,Indisponivel
Eletrônicos,57,Indisponivel,Filial 2,Batom líquido,66.03,Indisponivel
Eletrônicos,33,Indisponivel,Filial 2,Corretivo,52.56,Indisponivel
Eletrodomésticos,90,Indisponivel,Filial 5,Sombra de olhos,50.14,Indisponivel
Alimentos,37,Indisponivel,Filial 6,Lápis de sobrancelha,12.08,Indisponivel
Alimentos,14,Indisponivel,Filial 10,Pó compacto,40.56,Indisponivel
Eletrodomésticos,77,Indisponivel,Filial 4,Delineador líquido,73.87,Indisponivel
Eletrônicos,78,Indisponivel,Filial 10,Lápis de sobrancelha,8.84,Indisponivel
Eletrodomésticos,27,Indisponivel,Filial 3,Lápis de sobrancelha,72.25,Indisponivel
Eletrônicos,59,Indisponivel,Filial 7,Sombra de olhos,24.37,Indisponivel
Eletrônicos,62,Indisponivel,Filial 2,Corretivo,68.45,Indisponivel
Eletrodomésticos,48,Indisponivel,Filial 6,Corretivo,42.17,Indisponivel
Eletrônicos,25,Indisponivel,Filial 1,Base líquida,20.51,Indisponivel
Eletrônicos,14,Indisponivel,Filial 2,Corretivo,62.33,Indisponivel
Roupas,66,Indisponivel,Filial 5,Batom matte,49.05,Indisponivel
Alimentos,44,Indisponivel,Filial 9,Batom matte,27.23,Indisponivel
Roupas,37,Indisponivel,Filial 8,Batom líquido,49.62,Indisponivel
Roupas,37,Indisponivel,Filial 5,Corretivo,35.41,Indisponivel
Eletrodomésticos,43,Indisponivel,Filial 2,Base líquida,25.37,Indisponivel
Eletrodomésticos,43,Indisponivel,Filial 1,Batom líquido,7.57,Indisponivel
Alimentos,6,Indisponivel,Filial 1,Batom líquido,96.47,Indisponivel
Eletrodomésticos,77,Indisponivel,Filial 1,Corretivo,26.2,Indisponivel
Eletrônicos,43,Indisponivel,Filial 5,Sombra de olhos,7.26,Indisponivel
Alimentos,57,Indisponivel,Filial 1,Sombra de olhos,26.13,Indisponivel
Eletrodomésticos,70,Indisponivel,Filial 9,Base líquida,7.51,Indisponivel
Eletrodomésticos,79,Indisponivel,Filial 7,Lápis de sobrancelha,50.39,Indisponivel
Alimentos,80,Indisponivel,Filial 7,Delineador líquido,70.26,Indisponivel
Alimentos,69,Indisponivel,Filial 5,Batom líquido,62.85,Indisponivel
Alimentos,20,Indisponivel,Filial 1,Sombra de olhos,82.8,Indisponivel
Eletrônicos,95,Indisponivel,Filial 3,Delineador líquido,13.28,Indisponivel
Roupas,63,Indisponivel,Filial 10,Máscara de cílios,39.44,Indisponivel
Roupas,57,Indisponivel,Filial 1,Batom líquido,99.89,Indisponivel
Roupas,81,Indisponivel,Filial 8,Base líquida,21.47,Indisponivel
Eletrônicos,33,Indisponivel,Filial 3,Lápis de sobrancelha,68.0,Indisponivel
Eletrodomésticos,10,Indisponivel,Filial 5,Lápis de sobrancelha,51.61,Indisponivel
Eletrodomésticos,97,Indisponivel,Filial 7,Batom matte,82.26,Indisponivel
Eletrodomésticos,61,Indisponivel,Filial 3,Máscara de cílios,78.62,Indisponivel
Eletrônicos,78,Indisponivel,Filial 8,Batom líquido,66.23,Indisponivel
Eletrônicos,19,Indisponivel,Filial 9,Blush em pó,30.7,Indisponivel
Alimentos,11,Indisponivel,Filial 1,Pó compacto,84.3,Indisponivel
Eletrodomésticos,5,Indisponivel,Filial 10,Batom líquido,51.77,Indisponivel
Eletrodomésticos,97,Indisponivel,Filial 1,Sombra de olhos,21.45,Indisponivel
Alimentos,49,Indisponivel,Filial 5,Blush em pó,98.66,Indisponivel
Roupas,81,Indisponivel,Filial 9,Sombra de olhos,12.52,Indisponivel
Alimentos,8,Indisponivel,Filial 6,Máscara de cílios,2.6,Indisponivel
Eletrodomésticos,98,Indisponivel,Filial 10,Batom matte,44.64,Indisponivel
Alimentos,78,Indisponivel,Filial 3,Delineador líquido,54.61,Indisponivel
Roupas,24,Indisponivel,Filial 1,Base líquida,66.71,Indisponivel
Alimentos,90,Indisponivel,Filial 4,Sombra de olhos,41.49,Indisponivel
Eletrônicos,91,Indisponivel,Filial 2,Base líquida,44.25,Indisponivel
Alimentos,17,Indisponivel,Filial 6,Blush em pó,48.33,Indisponivel
Roupas,98,Indisponivel,Filial 10,Pó compacto,55.59,Indisponivel
Eletrodomésticos,42,Indisponivel,Filial 7,Máscara de cílios,70.17,Indisponivel
Eletrônicos,80,Indisponivel,Filial 8,Corretivo,6.77,Indisponivel
Alimentos,18,Indisponivel,Filial 9,Máscara de cílios,56.98,Indisponivel
Eletrodomésticos,81,Indisponivel,Filial 7,Lápis de sobrancelha,83.93,Indisponivel
Eletrodomésticos,2,Indisponivel,Filial 8,Sombra de olhos,95.81,Indisponivel
Eletrodomésticos,59,Indisponivel,Filial 10,Pó compacto,79.27,Indisponivel
Eletrodomésticos,44,Indisponivel,Filial 2,Batom líquido,61.75,Indisponivel
Roupas,62,Indisponivel,Filial 6,Batom matte,78.5,Indisponivel
Alimentos,23,Indisponivel,Filial 9,Lápis de sobrancelha,62.86,Indisponivel
Eletrodomésticos,9,Indisponivel,Filial 5,Batom matte,47.34,Indisponivel
Eletrônicos,85,Indisponivel,Filial 9,Pó compacto,23.78,Indisponivel
Eletrodomésticos,20,Indisponivel,Filial 4,Batom líquido,98.45,Indisponivel
Eletrônicos,6,Indisponivel,Filial 1,Corretivo,2.96,Indisponivel
Alimentos,95,Indisponivel,Filial 7,Batom líquido,42.12,Indisponivel
Eletrodomésticos,99,Indisponivel,Filial 5,Blush em pó,48.9,Indisponivel
Eletrônicos,40,Indisponivel,Filial 1,Batom matte,74.54,Indisponivel
Eletrônicos,54,Indisponivel,Filial 9,Batom matte,25.7,Indisponivel
Alimentos,37,Indisponivel,Filial 2,Batom líquido,33.72,Indisponivel
Alimentos,84,Indisponivel,Filial 8,Sombra de olhos,67.74,Indisponivel
Roupas,48,Indisponivel,Filial 8,Blush em pó,99.96,Indisponivel
Roupas,100,Indisponivel,Filial 2,Batom matte,82.12,Indisponivel
Roupas,78,Indisponivel,Filial 1,Lápis de sobrancelha,19.87,Indisponivel
Roupas,80,Indisponivel,Filial 6,Batom líquido,58.27,Indisponivel
Alimentos,49,Indisponivel,Filial 6,Pó compacto,75.16,Indisponivel
Roupas,57,Indisponivel,Filial 2,Corretivo,37.0,Indisponivel
Alimentos,29,Indisponivel,Filial 4,Pó compacto,8.52,Indisponivel
Eletrodomésticos,62,Indisponivel,Filial 2,Blush em pó,89.53,Indisponivel
Roupas,8,Indisponivel,Filial 8,Pó compacto,52.6,Indisponivel
Roupas,22,Indisponivel,Filial 6,Corretivo,45.25,Indisponivel
Roupas,58,Indisponivel,Filial 6,Blush em pó,73.96,Indisponivel
Eletrônicos,81,Indisponivel,Filial 8,Base líquida,70.96,Indisponivel
Roupas,2,Indisponivel,Filial 10,Pó compacto,31.58,Indisponivel
Eletrônicos,68,Indisponivel,Filial 3,Batom líquido,44.84,Indisponivel
Eletrônicos,52,Indisponivel,Filial 6,Blush em pó,87.15,Indisponivel
Alimentos,50,Indisponivel,Filial 10,Delineador líquido,56.33,Indisponivel
Roupas,97,Indisponivel,Filial 7,Pó compacto,58.54,Indisponivel
Roupas,62,Indisponivel,Filial 10,Batom líquido,95.19,Indisponivel
Eletrodomésticos,91,Indisponivel,Filial 3,Batom matte,59.1,Indisponivel
Roupas,81,Indisponivel,Filial 9,Delineador líquido,15.03,Indisponivel
Alimentos,63,Indisponivel,Filial 8,Base líquida,55.72,Indisponivel
Roupas,46,Indisponivel,Filial 3,Pó compacto,86.99,Indisponivel
Eletrodomésticos,77,Indisponivel,Filial 8,Batom matte,15.98,Indisponivel
Alimentos,100,Indisponivel,Filial 4,Máscara de cílios,47.79,Indisponivel
Eletrônicos,18,Indisponivel,Filial 6,Pó compacto,6.86,Indisponivel
Eletrodomésticos,16,Indisponivel,Filial 3,Sombra de olhos,26.8,Indisponivel
Eletrodomésticos,93,Indisponivel,Filial 4,Máscara de cílios,77.79,Indisponivel
Roupas,44,Indisponivel,Filial 9,Blush em pó,77.83,Indisponivel
Roupas,12,Indisponivel,Filial 7,Pó compacto,30.29,Indisponivel
Eletrodomésticos,3,Indisponivel,Filial 10,Batom líquido,77.07,Indisponivel
Alimentos,76,Indisponivel,Filial 1,Delineador líquido,70.1,Indisponivel
Eletrodomésticos,50,Indisponivel,Filial 4,Batom líquido,25.77,Indisponivel
Roupas,66,Indisponivel,Filial 9,Corretivo,25.73,Indisponivel
Roupas,16,Indisponivel,Filial 6,Corretivo,75.11,Indisponivel
Eletrodomésticos,23,Indisponivel,Filial 6,Lápis de sobrancelha,19.01,Indisponivel
Eletrônicos,7,Indisponivel,Filial 9,Delineador líquido,5.43,Indisponivel
Eletrodomésticos,79,Indisponivel,Filial 4,Máscara de cílios,16.32,Indisponivel
Eletrodomésticos,22,Indisponivel,Filial 7,Batom líquido,85.88,Indisponivel
Eletrodomésticos,41,Indisponivel,Filial 8,Batom líquido,67.69,Indisponivel
Alimentos,93,Indisponivel,Filial 7,Lápis de sobrancelha,40.17,Indisponivel
Eletrônicos,97,Indisponivel,Filial 1,Base líquida,44.57,Indisponivel
Roupas,58,Indisponivel,Filial 6,Batom matte,78.84,Indisponivel
Alimentos,54,Indisponivel,Filial 4,Base líquida,40.7,Indisponivel
Eletrodomésticos,16,Indisponivel,Filial 7,Batom líquido,30.82,Indisponivel
Alimentos,63,Indisponivel,Filial 4,Sombra de olhos,69.3,Indisponivel
Alimentos,53,Indisponivel,Filial 10,Batom matte,38.61,Indisponivel
Roupas,27,Indisponivel,Filial 3,Máscara de cílios,8.67,Indisponivel
Alimentos,16,Indisponivel,Filial 8,Batom matte,69.51,Indisponivel
Roupas,92,Indisponivel,Filial 6,Base líquida,71.18,Indisponivel
Roupas,57,Indisponivel,Filial 10,Lápis de sobrancelha,67.5,Indisponivel
Alimentos,78,Indisponivel,Filial 2,Base líquida,87.87,Indisponivel
Eletrodomésticos,99,Indisponivel,Filial 7,Máscara de cílios,48.48,Indisponivel
Roupas,29,Indisponivel,Filial 6,Delineador líquido,35.71,Indisponivel
Roupas,50,Indisponivel,Filial 6,Máscara de cílios,97.54,Indisponivel
Eletrodomésticos,6,Indisponivel,Filial 3,Base líquida,42.93,Indisponivel
Eletrodomésticos,84,Indisponivel,Filial 10,Sombra de olhos,47.37,Indisponivel
Eletrodomésticos,65,Indisponivel,Filial 4,Delineador líquido,79.11,Indisponivel
Eletrônicos,79,Indisponivel,Filial 7,Batom líquido,46.14,Indisponivel
Eletrônicos,87,Indisponivel,Filial 6,Máscara de cílios,49.24,Indisponivel
Alimentos,67,Indisponivel,Filial 9,Máscara de cílios,33.67,Indisponivel
Alimentos,68,Indisponivel,Filial 8,Lápis de sobrancelha,65.0,Indisponivel
Eletrodomésticos,5,Indisponivel,Filial 1,Sombra de olhos,69.59,Indisponivel
Roupas,36,Indisponivel,Filial 7,Lápis de sobrancelha,88.51,Indisponivel
Eletrônicos,46,Indisponivel,Filial 6,Batom líquido,67.07,Indisponivel
Alimentos,82,Indisponivel,Filial 2,Máscara de cílios,46.34,Indisponivel
Eletrônicos,95,Indisponivel,Filial 9,Sombra de olhos,49.09,Indisponivel
Eletrônicos,5,Indisponivel,Filial 3,Blush em pó,56.6,Indisponivel
Alimentos,93,Indisponivel,Filial 6,Corretivo,47.4,Indisponivel
Eletrônicos,86,Indisponivel,Filial 10,Batom líquido,8.72,Indisponivel
Eletrodomésticos,50,Indisponivel,Filial 9,Batom líquido,31.81,Indisponivel
Eletrônicos,27,Indisponivel,Filial 8,Base líquida,48.47,Indisponivel
Eletrônicos,83,Indisponivel,Filial 9,Batom matte,73.06,Indisponivel
Eletrodomésticos,16,Indisponivel,Filial 1,Batom matte,3.96,Indisponivel
Roupas,22,Indisponivel,Filial 7,Sombra de olhos,34.02,Indisponivel
Alimentos,54,Indisponivel,Filial 3,Batom matte,51.43,Indisponivel
Eletrônicos,49,Indisponivel,Filial 5,Delineador líquido,67.99,Indisponivel
Eletrodomésticos,81,Indisponivel,Filial 1,Base líquida,10.83,Indisponivel
Alimentos,93,Indisponivel,Filial 5,Pó compacto,99.56,Indisponivel
Roupas,49,Indisponivel,Filial 6,Máscara de cílios,99.0,Indisponivel
Eletrodomésticos,80,Indisponivel,Filial 3,Blush em pó,11.88,Indisponivel
Eletrodomésticos,43,Indisponivel,Filial 2,Blush em pó,74.43,Indisponivel
Eletrodomésticos,52,Indisponivel,Filial 2,Corretivo,22.2,Indisponivel
Eletrônicos,68,Indisponivel,Filial 7,Batom líquido,99.25,Indisponivel
Alimentos,95,Indisponivel,Filial 8,Máscara de cílios,53.44,Indisponivel
Alimentos,36,Indisponivel,Filial 1,Máscara de cílios,74.01,Indisponivel
Eletrônicos,46,Indisponivel,Filial 2,Corretivo,46.29,Indisponivel
Eletrodomésticos,67,Indisponivel,Filial 10,Base líquida,73.61,Indisponivel
Eletrodomésticos,60,Indisponivel,Filial 6,Base líquida,97.09,Indisponivel
Roupas,95,Indisponivel,Filial 2,Delineador líquido,14.21,Indisponivel
Eletrônicos,55,Indisponivel,Filial 6,Blush em pó,30.63,Indisponivel
Eletrodomésticos,80,Indisponivel,Filial 6,Sombra de olhos,63.4,Indisponivel
Roupas,38,Indisponivel,Filial 3,Delineador líquido,93.61,Indisponivel
Eletrodomésticos,39,Indisponivel,Filial 3,Delineador líquido,20.69,Indisponivel
Alimentos,95,Indisponivel,Filial 9,Corretivo,51.76,Indisponivel
Eletrodomésticos,85,Indisponivel,Filial 6,Corretivo,85.93,Indisponivel
Roupas,55,Indisponivel,Filial 5,Sombra de olhos,81.53,Indisponivel
Eletrodomésticos,16,Indisponivel,Filial 4,Blush em pó,82.33,Indisponivel
Eletrodomésticos,44,Indisponivel,Filial 2,Máscara de cílios,58.16,Indisponivel
Roupas,21,Indisponivel,Filial 1,Base líquida,6.89,Indisponivel
Eletrônicos,13,Indisponivel,Filial 7,Lápis de sobrancelha,71.65,Indisponivel
Eletrodomésticos,99,Indisponivel,Filial 8,Máscara de cílios,35.07,Indisponivel
Alimentos,16,Indisponivel,Filial 8,Sombra de olhos,75.16,Indisponivel
Roupas,69,Indisponivel,Filial 7,Máscara de cílios,26.08,Indisponivel
Alimentos,24,Indisponivel,Filial 9,Corretivo,46.74,Indisponivel
Alimentos,74,Indisponivel,Filial 2,Sombra de olhos,4.89,Indisponivel
Alimentos,81,Indisponivel,Filial 1,Pó compacto,57.44,Indisponivel
Alimentos,51,Indisponivel,Filial 6,Lápis de sobrancelha,42.24,Indisponivel
Eletrodomésticos,1,Indisponivel,Filial 7,Delineador líquido,64.43,Indisponivel
Roupas,42,Indisponivel,Filial 6,Batom líquido,17.35,Indisponivel
Eletrônicos,61,Indisponivel,Filial 3,Corretivo,87.3,Indisponivel
Eletrônicos,35,Indisponivel,Filial 1,Corretivo,66.99,Indisponivel
Eletrodomésticos,1,Indisponivel,Filial 6,Sombra de olhos,58.01,Indisponivel
Eletrônicos,4,Indisponivel,Filial 6,Base líquida,71.51,Indisponivel
Eletrodomésticos,29,Indisponivel,Filial 8,Batom líquido,30.01,Indisponivel
Roupas,87,Indisponivel,Filial 7,Máscara de cílios,14.37,Indisponivel
Roupas,87,Indisponivel,Filial 5,Corretivo,84.7,Indisponivel
Roupas,97,Indisponivel,Filial 6,Máscara de cílios,70.02,Indisponivel
Eletrônicos,84,Indisponivel,Filial 7,Pó compacto,91.96,Indisponivel
Eletrodomésticos,8,Indisponivel,Filial 10,Blush em pó,32.77,Indisponivel
Roupas,67,Indisponivel,Filial 8,Delineador líquido,65.86,Indisponivel
Eletrodomésticos,6,Indisponivel,Filial 1,Máscara de cílios,26.49,Indisponivel
Eletrônicos,59,Indisponivel,Filial 8,Lápis de sobrancelha,51.68,Indisponivel
Eletrodomésticos,54,Indisponivel,Filial 10,Batom líquido,72.73,Indisponivel
Roupas,52,Indisponivel,Filial 4,Base líquida,57.97,Indisponivel
Alimentos,16,Indisponivel,Filial 8,Máscara de cílios,44.99,Indisponivel
Eletrônicos,84,Indisponivel,Filial 3,Pó compacto,97.49,Indisponivel
Alimentos,52,Indisponivel,Filial 3,Corretivo,18.05,Indisponivel
Alimentos,94,Indisponivel,Filial 2,Corretivo,98.43,Indisponivel
Eletrônicos,65,Indisponivel,Filial 6,Batom matte,40.29,Indisponivel
Alimentos,37,Indisponivel,Filial 1,Blush em pó,10.61,Indisponivel
Eletrodomésticos,85,Indisponivel,Filial 7,Pó compacto,69.3,Indisponivel
Roupas,50,Indisponivel,Filial 5,Corretivo,92.32,Indisponivel
Eletrodomésticos,18,Indisponivel,Filial 10,Delineador líquido,35.15,Indisponivel
Alimentos,53,Indisponivel,Filial 4,Máscara de cílios,21.86,Indisponivel
Roupas,66,Indisponivel,Filial 9,Corretivo,67.9,Indisponivel
Alimentos,39,Indisponivel,Filial 2,Delineador líquido,30.1,Indisponivel
Eletrodomésticos,16,Indisponivel,Filial 4,Blush em pó,88.59,Indisponivel
Eletrodomésticos,42,Indisponivel,Filial 3,Blush em pó,2.74,Indisponivel
Eletrônicos,75,Indisponivel,Filial 1,Delineador líquido,86.85,Indisponivel
Roupas,24,Indisponivel,Filial 10,Batom líquido,72.92,Indisponivel
Roupas,62,Indisponivel,Filial 2,Corretivo,23.68,Indisponivel
Eletrônicos,62,Indisponivel,Filial 3,Base líquida,21.6,Indisponivel
Alimentos,98,Indisponivel,Filial 5,Lápis de sobrancelha,54.23,Indisponivel
Alimentos,13,Indisponivel,Filial 8,Corretivo,36.52,Indisponivel
Roupas,34,Indisponivel,Filial 7,Batom matte,78.22,Indisponivel
Eletrônicos,79,Indisponivel,Filial 9,Pó compacto,71.95,Indisponivel
Roupas,2,Indisponivel,Filial 7,Corretivo,47.84,Indisponivel
Eletrodomésticos,97,Indisponivel,Filial 2,Batom matte,3.42,Indisponivel
Alimentos,49,Indisponivel,Filial 2,Batom matte,78.97,Indisponivel
Eletrônicos,41,Indisponivel,Filial 7,Blush em pó,72.08,Indisponivel
Alimentos,1,Indisponivel,Filial 4,Pó compacto,97.3,Indisponivel
Roupas,95,Indisponivel,Filial 9,Batom líquido,41.19,Indisponivel
Roupas,54,Indisponivel,Filial 10,Delineador líquido,74.21,Indisponivel
Eletrodomésticos,51,Indisponivel,Filial 2,Sombra de olhos,27.09,Indisponivel
Alimentos,92,Indisponivel,Filial 5,Máscara de cílios,61.36,Indisponivel
Roupas,55,Indisponivel,Filial 4,Batom matte,71.06,Indisponivel
Eletrodomésticos,74,Indisponivel,Filial 4,Corretivo,74.97,Indisponivel
Eletrodomésticos,77,Indisponivel,Filial 7,Batom matte,76.49,Indisponivel
Eletrodomésticos,74,Indisponivel,Filial 4,Base líquida,77.61,Indisponivel
Eletrodomésticos,86,Indisponivel,Filial 3,Sombra de olhos,43.71,Indisponivel
Eletrônicos,56,Indisponivel,Filial 3,Sombra de olhos,66.16,Indisponivel
Eletrônicos,75,Indisponivel,Filial 4,Blush em pó,89.24,Indisponivel
Alimentos,73,Indisponivel,Filial 2,Máscara de cílios,87.67,Indisponivel
Eletrodomésticos,41,Indisponivel,Filial 5,Blush em pó,50.51,Indisponivel
Eletrodomésticos,49,Indisponivel,Filial 9,Corretivo,30.47,Indisponivel
Alimentos,77,Indisponivel,Filial 8,Delineador líquido,61.53,Indisponivel
Alimentos,59,Indisponivel,Filial 5,Sombra de olhos,26.48,Indisponivel
Eletrônicos,85,Indisponivel,Filial 5,Delineador líquido,84.12,Indisponivel
Alimentos,50,Indisponivel,Filial 5,Pó compacto,18.25,Indisponivel
Eletrodomésticos,29,Indisponivel,Filial 1,Batom matte,56.97,Indisponivel
Eletrodomésticos,72,Indisponivel,Filial 9,Pó compacto,73.06,Indisponivel
Eletrônicos,98,Indisponivel,Filial 8,Sombra de olhos,3.33,Indisponivel
Roupas,73,Indisponivel,Filial 5,Pó compacto,96.49,Indisponivel
Eletrônicos,21,Indisponivel,Filial 1,Base líquida,56.35,Indisponivel
Eletrônicos,97,Indisponivel,Filial 10,Base líquida,56.08,Indisponivel
Roupas,34,Indisponivel,Filial 4,Lápis de sobrancelha,37.73,Indisponivel
Eletrodomésticos,93,Indisponivel,Filial 2,Batom matte,78.28,Indisponivel
Eletrônicos,64,Indisponivel,Filial 7,Blush em pó,14.36,Indisponivel
Eletrônicos,14,Indisponivel,Filial 1,Batom líquido,32.07,Indisponivel
Alimentos,15,Indisponivel,Filial 6,Batom matte,18.46,Indisponivel
Eletrodomésticos,57,Indisponivel,Filial 3,Base líquida,54.77,Indisponivel
Eletrodomésticos,48,Indisponivel,Filial 8,Blush em pó,87.28,Indisponivel
Eletrônicos,76,Indisponivel,Filial 2,Corretivo,8.73,Indisponivel
Eletrodomésticos,36,Indisponivel,Filial 6,Sombra de olhos,70.62,Indisponivel
Alimentos,92,Indisponivel,Filial 4,Blush em pó,6.83,Indisponivel
Eletrônicos,99,Indisponivel,Filial 4,Delineador líquido,53.86,Indisponivel
Eletrônicos,66,Indisponivel,Filial 8,Batom matte,66.48,Indisponivel
Alimentos,28,Indisponivel,Filial 7,Pó compacto,99.19,Indisponivel
Alimentos,17,Indisponivel,Filial 5,Delineador líquido,12.09,Indisponivel
Alimentos,67,Indisponivel,Filial 5,Máscara de cílios,48.19,Indisponivel
Alimentos,33,Indisponivel,Filial 10,Corretivo,13.06,Indisponivel
Eletrodomésticos,19,Indisponivel,Filial 2,Delineador líquido,93.59,Indisponivel
